"PaperTitle"	"Year"	"EstimatedCitation"	"Location"	"Longitude"	"Latitude"	"CitationCount"
"detection and spatial analysis of hepatic steatosis in histopathology images using sparse linear models"	2016	8	"Phoenix Convention Centre, Phoenix, Ariz"	-112.072754	33.44277	8
"proliferative diabetic retinopathy characterization based on the spatial organization of vascular junctions in fundus images"	2017	0	"Melbourne, Australia"	144.967148	-37.81753	0
"three wavelength method for the optical differentiation of methemoglobin and sulfhemoglobin in oxygenated blood"	2017	2	"Jeju Island, Korea"	126.533	33.367	2
"difference of alzheimer s disease sub groups using two features from intensity size zone matrix"	2017	0	"Jeju Island, Korea"	126.533	33.367	0
"connecting muscle and matrix in myopathic ehlers danlos syndrome clinical and molecular characterization of six new families"	2018	0	"Bangalore,in"	77.58728	12.96697	0
"deep learning of p73 biomarker expression in rectal cancer patients"	2019	1	"Budapest"	19.05508	47.49972	1
"investigation of angiogenetic mechanisms in pleural fluid of patients with lung cancer preliminary results"	2009	1	"San Diego, California"	-117.1625	32.715	1
"stepwise transfer of domain knowledge for computer aided diagnosis in pathology using deep neural networks"	2019	0	"Prague, Czech Republic"	14.4658461	50.0668	0
"side view confocal endomicroscopy for in vivo longitudinal cellular imaging of small intestine"	2015	0	"San Jose, CA, USA"	-121.9	37.3333321	0
"recurred cutaneous hodgkin lymphoma after stem cell transplantation"	2014	0	"San Diego, California"	-117.1625	32.715	0
"amygdala atrophy in mci alzheimer s disease in the biocard cohort based on diffeomorphic morphometry"	2012	12	"Nice, France"	7.27768	43.70028	12
"patient specific image driven evaluation of the aggressiveness of metastases to the lung"	2014	2	"Boston"	-71.05674	42.35866	2
"sparse canonical correlation analysis reveals correlated patterns of gray matter loss and white matter impairment in alzheimer s disease"	2015	1	"New York"	-74.00712	40.71455	1
"diagnosis of vulnerable atherosclerotic plaques by time resolved fluorescence spectroscopy and ultrasound imaging"	2006	5	"New York, NY, USA"	-74.00712	40.71455	5
"engineering cardiospheres from human pluripotent stem cells"	2014	0	"Boston, MA, USA"	-71.05674	42.35866	0
"shortened telomeres in circulating leukocytes of patients with chronic obstructive pulmonary disease"	2009	317	"San Diego, California"	-117.1625	32.715	241
"principal component vector rotation of the tongue color spectrum to predict mibyou disease oriented state"	2011	16	"Berlin, Germany"	13.4023285	52.5014076	16
"apoptosis and neutrophil infiltration in the human endometrium at menstruation recapitulated in mouse model of induced menstruation"	2014	0	"Zurich, Switzerland"	8.53956	47.37707	0
"near infrared spectroscopy differentiates ligament and tendon composition"	2013	1	"Syracuse, NY, USA"	-76.14738	43.05028	1
"intra operative distinction of breast tissues based on neural network integration of impedance information"	2009	0	"Tianjin, China"	117.200829	39.08349	0
"quantification of cy 5 sirna signal in the intra vital multi photon microscopy images"	2012	2	"San Diego, CA, USA"	-117.1625	32.715	2
"mathematical analysis of colon glands for cancer diagnosis"	2009	0	"Antalya, Turkey"	30.70926	36.87894	0
"quasi supervised learning on dna regions in colon cancer histology slides"	2013	0	"Haspolat, Turkey"			0
"maintenance and amplification of testicular tumors by subcutaneous grafting in zebrafish"	2014	0	"Zurich, Switzerland"	8.53956	47.37707	0
"combined computational fluid dynamic and metabolic model of liver defatting under flow"	2014	0	"Boston, MA, USA"	-71.05674	42.35866	0
"automated detection of malaria in giemsa stained thin blood smears"	2013	20	"Osaka, Japan"	135.5016	34.68714	20
"targeted drug delivery in the brain via ultrasound induced blood brain barrier disruption"	2009	0	"Boston, MA, USA"	-71.05674	42.35866	0
"isolation of rare cancer cells from blood cells using dielectrophoresis"	2012	15	"San Diego, CA, USA"	-117.1625	32.715	15
"an approach towards bronchoscopic based gene therapy using electrical field accelerated plasmid droplets"	2012	6	"San Diego, CA, USA"	-117.1625	32.715	6
"tract based spatial statistics tbss application to detecting white matter tract variation in mild hypoxic ischemic neonates"	2012	7	"San Diego, CA, USA"	-117.1625	32.715	7
"study of information value of microelement status of the human body for predicting and early diagnosis of diseases"	2013	0	"Innsbruck, Austria"	11.3913	47.268	0
"cathepsin l is up expressed in atherosclerotic lesion induced by shear stress"	2011	0	"Shanghai, China"	121.4747	31.25516	0
"the pathology information system base on b s"	2009	0	"Milan, Italy"	9.18109	45.46888	0
"idiopathic calcium pyrophosphate dihydrate cppd crystal deposition disease in a young female patient a case report"	2009	1	"Honolulu, Hawaii, USA"	-157.857758	21.30485	1
"simultaneous morphological and biochemical imaging of oral epithelial cancer in a hamster cheek pouch model"	2011	0	"Baltimore, MD, USA"	-76.60926	39.29058	0
"automated indexation of metabolic changes in alzheimer s mice using a voxel wise approach combined to an mri based 3d digital atlas"	2010	2	"Buenos Aires, Argentina"	-58.37349	-34.60851	2
"development of synchrotron radiation x ray intravital microscopy for in vivo imaging of rat heart vascular function"	2011	3	"Boston, MA, USA"	-71.05674	42.35866	3
"fully automatic rapid dna ploidy analyzer for intraoperative rapid diagnosis support"	2013	1	"Osaka, Japan"	135.5016	34.68714	1
"diagnostic value of serum vegf d in consecutive patients with lymphangioleiomyomatosis"	2011	1	"Denver, Colorado"	-104.989174	39.73715	1
"computer aided diagnosis of lumbar disc pathology from clinical lower spine mri"	2010	65	"Geneva (CH)"	6.14275	46.20833	41
"multiphoton autofluorescence microscopy and second harmonic generation microscopy of oral epithelial neoplasms"	2009	10	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	10
"theoretical and experimental studies on filtering tumor cells from blood cell mixtures with dam structure in microfluidic devices"	2005	0	"Shanghai, China"	121.4747	31.25516	0
"complexity of cerebral atrophy evaluation in relapsing remitting multiple sclerosis context"	2011	0	"Chicago, IL, USA"	-87.63245	41.88425	0
"evaluation of cardiac oxygen consumption under hypoxia with tissue model integrating microcirculation model and cell model"	2009	1	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	1
"imaging the progression of intra tumor heterogeneity in prostate and ovarian xenografts using dynamic contrast enhanced ct"	2005	2	"Shanghai, China"	121.4747	31.25516	2
"automated localization and quantification of protein multiplexes via multispectral fluorescence imaging"	2008	17	"Paris, France"	2.339754	48.8631859	17
"combined thermal and laser doppler imaging in the assessment of cutaneous tissue perfusion"	2007	18	"Lyon, France"	4.82898	45.75939	18
"computer assisted sonographic analysis of the hepatorenal and textural features for the diagnosis of the fatty liver"	2005	11	"Shanghai, China"	121.4747	31.25516	11
"in vivo icam 1 directed molecular imaging of tumor inflamed milieu and acute inflammation"	2011	0	"Troy, NY, USA"	-73.68809	42.73449	0
"morphological and parametric estimation of fetal neural stem cell migratory capacity in the rat brain"	2007	3	"Lyon, France"	4.82898	45.75939	3
"web based multilayer viewing interface for knee cartilage"	2009	2	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	2
"a study of shape distributions for estimating histologic grade"	2008	5	"Vancouver, BC, Canada"	-123.113358	49.26038	5
"cad of colon cancer on ct colonography cases without cathartic bowel preparation"	2008	8	"Vancouver, BC, Canada"	-123.113358	49.26038	8
"fast virtual destaining of immunocytological specimens"	2011	2	"Chicago, IL, USA"	-87.63245	41.88425	2
"detection of subgingival calculus through oral gum in vitro using two photon fluorescence microscopy"	2008	3	"Vancouver, BC, Canada"	-123.113358	49.26038	3
"non invasive method for detecting skin autofluorescence of advanced glycation end products"	2009	0	"Tianjin, China"	117.200829	39.08349	0
"image cytometry data from breast lesions analyzed using hybrid networks"	2005	3	"Shanghai, China"	121.4747	31.25516	3
"an open label trial of rituximab therapy in pulmonary alveolar proteinosis"	2011	114	"Denver, Colorado"	-104.989174	39.73715	77
"diagnosis of vocal fold pathology using time domain features and systole activated neural network"	2009	4	"Kuala Lumpur, Malaysia"	101.694031	3.14777	4
"expression of amyloid β peptide 42 in retinal ganglion cells of postnatal rats is light exposure dependent"	2010	0	"Valencia-Spain"	-0.37686	39.46899	0
"ex vivo and in vivo oral cancer diagnosis using backward collected third harmonic generation biopsy"	2006	1	"Long Beach, CA, USA"	-118.1924	33.76672	1
"an interactive learning framework for scalable classification of pathology images"	2015	8	"Santa Clara, CA, USA"	-121.955093	37.35579	8
"avoiding game tree pathology in multi player games"	2015	1	"Singapore"	103.852	1.29016	1
"bone mineral density in lung transplantation"	2009	0	"San Diego, California"	-117.1625	32.715	0
"imaging regional alterations of gas exchange in a murine model of emphysema"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"applying a new technique for collecting mature human vascular endothelial cells in patients with lung disease"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"pathogenic role of t cell subsets in fibrotic lung injury"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"contribution of pulmonary macrophage xanthine oxidoreductase to vascular inflammation and remodeling in hypoxia mediated pulmonary hypertension"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"difference in inflammatory cells infiltration in the upper airways of obstructive sleep apnea"	2009	0	"San Diego, California"	-117.1625	32.715	0
"metabolomic analysis distinguishes long lived tolerant rat strain that resists acute lung injury"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"collagen v col v induced autoimmune mechanisms in experimental models of acute lung injury ali"	2009	0	"San Diego, California"	-117.1625	32.715	0
"comparison of airway responses in sheep of different age in precision cut lung slices pcls"	2010	3	"New Orleans, Louisiana"	-90.07775	29.9537	3
"interactions between magnesium biomaterials and differentiated human tracheobronchial epithelial cells"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"burkholderia gladioli a predictor of poor outcome in cystic fibrosis patients who receive lung transplants"	2010	1	"New Orleans, Louisiana"	-90.07775	29.9537	1
"loss of fibrillar collagen releases an anti fibrotic clamp on parenchymal fibroblasts"	2009	0	"San Diego, California"	-117.1625	32.715	0
"loss of tolerance associated with bronchus associated lymphoid tissue expansion in pulmonary hypertension"	2012	2	"San Francisco, California"	-122.429047	37.77986	2
"ultrasonic microscope for imaging of fibrotic interstitial pneumonia"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"airway basal cells of healthy smokers and human lung adenocarcinomas share a common embryonic stem cell like transcriptional program"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"sera from patients with autoimmune pulmonary alveolar proteinosis apap promote the differentiation of b cells"	2009	0	"San Diego, California"	-117.1625	32.715	0
"pseudomonas aeruginosa induced pulmonary edema early impact on periarterial cuffs independent of trpv4"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"intravascular b cell lymphoma ivl presenting with acute air space opacities"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"polymer characterization of cystic fibrosis sputum"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"gelatinolytic activity in lung tissue homogenate following acute sulfur mustard inhalation and the suppressive effects of ilomastat"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"noninvasive assessment of lung function in mouse models of obesity and pseudomonas infection using unrestrained video assisted plethysmography"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"hyperpolarized helium measurements of pao2 correlates with neutrophil inflammation in the rat bleomycin model"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"microvascular inflammatory responses to ceramide and cigarette smoke in the intact rat assessed with intravital two photon microscopy"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"trpv4 deficiency protects overventilated mice from lung edema but not inflammation"	2010	3	"New Orleans, Louisiana"	-90.07775	29.9537	3
"il 13 response in primary bronchial epithelial cells derived directly from endo bronchial biopsies"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"patchy alterations of the airway basement membrane in copd"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"the effect of growth factors and inflammatory mediators on the proliferation of human nasal cells in a 3d glandular in vitro model"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"whole blood transcriptome analysis discriminates sarcoidosis from active and latent tb"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"inhibition of matrix metalloproteinase 2 mmp 2 decreases migration of tsc2 null mouse embryonic fibroblasts relevance to pulmonary lymphangioleiomyomatosis lam"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"systemic and vascular alterations in healthy and cardiovascular compromised rats exposed to libby amphibole"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"isolation of mesenchymal stem cells from tracheal aspirates of premature infants with respiratory distress is associated with an increased risk of bronchopulmonary dysplasia"	2010	1	"New Orleans, Louisiana"	-90.07775	29.9537	1
"alveolar dysconformation a novel concept for structural and functional disorders in the lung parenchyma"	2009	0	"San Diego, California"	-117.1625	32.715	0
"foxo3a activity is aberrantly low in idiopathic pulmonary fibrosis ipf fibroblast on polymerized collagen matrix"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"human cytomegalovirus use activated neutrophils to further their own pathological advantage"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"distal lung regeneration following targeted alveolar epithelial type 2 cell depletion"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"automatic objective assessment of adult murine acinar morphometry via optically magnified microct"	2010	1	"New Orleans, Louisiana"	-90.07775	29.9537	1
"statins attenuate systemic markers of endothelial activation endothelin 1 et 1 and soluble vascular cell adhesion molecule 1 svcam 1 induced by chronic ambient particulate matter exposure"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"a comparison of visual and quantitative methods to identify interstitial lung abnormalities in cigarette smokers"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"a case of eosinophilic lung disease complicated with kimura s disease"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"bronchoscopic diagnosis of parenchymal hodgkin s lymphoma after hematopoeitic stem cell transplant hsct a case report highlighting radiographic features and bronchoscopic techniques to establish diagnosis"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"familial neuroendocrine cell hyperplasia of infancy"	2009	0	"San Diego, California"	-117.1625	32.715	0
"cured meat intake 3 nitrotyrosine levels and longitudinal decline in lung function and progression of emphysema the emcap study"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"increased presence of mast cells in the airway lumen in severe asthma"	2009	2	"San Diego, California"	-117.1625	32.715	2
"a chitinase like protein ykl 40 in serum and bronchoalveolar lavage fluid balf of patients with idiopathic pulmonary fibrosis ipf"	2009	0	"San Diego, California"	-117.1625	32.715	0
"the relationship of nasal nitric oxide to ciliary and non ciliary lung disease in adults"	2009	0	"San Diego, California"	-117.1625	32.715	0
"periostin a matrix protein is a novel biomarker for idiopathic interstitial pneumonias with active fibrosis"	2011	1	"Denver, Colorado"	-104.989174	39.73715	1
"synchronizing mitosis reduces intrinsic inflammation in asthmatic airway epithelium"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"clinical correlates of lung scan abnormalities in patients with systemic sclerosis associated interstitial lung disease"	2012	1	"San Francisco, California"	-122.429047	37.77986	1
"cisplatin ir synergy in nsclc is a function of dna cisplatin lesions causing impaired non homologous end joining"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"coexistence of congenital lobar emphysema and pulmonary interstitial glycogenosis in a neonate"	2010	1	"New Orleans, Louisiana"	-90.07775	29.9537	1
"systemic inflammation in acute lung injury using an isolated and perfused mouse lung model"	2011	1	"Denver, Colorado"	-104.989174	39.73715	1
"airway wall thickness on computerized tomography correlates with increased mast cell markers in severe asthma"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"mitotic and inflammatory properties of normal airway epithelial wound repair are not altered by secretions from injured asthmatic epithelium"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"diagnostic yield of bronchoscopy and bronchoalveolar lavage in allogeneic hematopoietic stem cell recipients"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"integrin alpha v beta 3 modulates sepsis mortality and acute lung injury by facilitating cortical actin in endothelial cells"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"incidence of malignant mesothelioma post mantle irradiation for hodgkin s lymphoma"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"mesenchymal stem cells from neonatal tracheal aspirates demonstrate a pattern of gene expression consistent with a lung origin"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"small cell cancer presenting as a tracheal polyp a case report and literature review"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"discrepancies between rt pcr of nasopharyngeal and bronchoalveolar collected specimens in the diagnosis of h1n1 pneumonia with ards"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"the characteristics of the collagen fibers and the pathological diagnostic significance in the pulmonary disease of vascular type ehlers danlos syndrome"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"neurotrophins and neurotrophin receptors in pulmonary sarcoidosis granulomas as a source of expression"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"anti glomerular basement membrane antibody in an infant with pulmonary hemosiderosis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"systemic responses top acnesand human antigens present among sarcoidosis subjects"	2009	0	"San Diego, California"	-117.1625	32.715	0
"cigarette smoking and morphological chamge in idiopathic nonspecific interstitial pneumonia"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"leukocyte and endothelial microparticle phenotypes are increased across the pulmonary vascular bed in a preclinical model of severe pulmonary arterial hypertension"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"acute beryllium disease reconsideration of a historical entity"	2009	1	"San Diego, California"	-117.1625	32.715	1
"undifferentiated connective tissue disease features are common in idiopathic interstitial pneumonias"	2009	1	"San Diego, California"	-117.1625	32.715	1
"difficult diagnosis of abdominal pain in the patient with infective endocarditis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"proliferative response induced in the remnant lung tissue following pneumonectomy enables tansplanted type ii alveolar epithelial cells to regenerate alveoli"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"hypersensitivity pneumonitis caused by a fluorocarbon fabric waterproofing spray with lung histology"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"epidemiology and treatment of non tuberculous mycobacterium ntm in adult cystic fibrosis cf patients"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"vitamin d deficiency is highly prevalent in connective tissue associated interstitial lung diseases"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"repeated inhalation of aspergillus conidia results in significant eosinophilia and airway wall remodeling in the sensitized lungs of c57bl 6 mice a murine fungal asthma model"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"increased igg4 positive plasma cells in fibrosing mediastinitis"	2009	0	"San Diego, California"	-117.1625	32.715	0
"hypoxic signaling in bleomycin lung injury and pulmonary hypertension"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"the role of bcg vaccine on airway and lung parenchyma remodeling in a murine model of chronic allergic inflammation"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"am802 a novel inhibitor of 5 lipoxygenase activating protein flap inhibits cigarette smoke induced pulmonary inflammation in the mouse"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"fatal acute interstitial pneumonia associated with mesalamine"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"myeloproliferative involvement of the lung an unusual manifestation of myelofibrosis"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"clinical significance of the newly developed lamp assay for rapid detection of m tuberculosis of sputum samples collected from the patients suspected of pulmonary tuberculosis"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"airway regeneration is delayed by prior depletion of bone marrow clara cell secretory protein expressing cells"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"vegf as a marker of interstitial fibrosis in patients with rheumatoid arthritis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"the localized inflammatory response to bronchoscopic thermal vapor ablation intervapor in patients with emphysema"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"an unusual etiology for recurrent pleural effusion in a patient with metastatic thymoma"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"comparison of cystic fibrosis and wildtype mice in age related differences in their response to acute pseudomonas aeruginosa lung infection"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"interstitial lung disease in patients with underlying x linked lymphoproliferative disease resolves with allogeneic hematopoietic cell transplantation"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"yin yang 1 is required in il13 mediated pulmonary fibrosis"	2009	0	"San Diego, California"	-117.1625	32.715	0
"longitudinal in vivo volumetry study for porcine liver regeneration from ct data"	2014	2	"Chicago, IL, USA"	-87.63245	41.88425	2
"visualization of sensory nerves in lung and co localization of nanoparticles"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"microarray analysis reveals nfib as a potential target of the matricellular protein wisp1 in alveolar epithelial cells in idiopathic pulmonary fibrosis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"mechanisms of airway obliteration in human bronchiolitis obliterans"	2009	0	"San Diego, California"	-117.1625	32.715	0
"ethnic specific all age prediction equations for spirometry the ers global lungs initiative"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"diffuse pulmonary arteriopathy increased il 18 and associated right ventricular hypertrophy in a hiv transgenic rat model"	2009	0	"San Diego, California"	-117.1625	32.715	0
"fluorodeoxyglucose uptake rate is a biomarker of eosinophilic inflammation and airway response in asthma"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"interstitial pulmonary fibrosis and progressive massive fibrosis related to smoking methamphetamine using talc as filler"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"role of mitochondrial antiviral signaling molecule mavs in il 18 induced pulmonary inflammation and tissue remodeling in the murine lung"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"interferon induced chemokines correlate with quantitative measures of lung function in sarcoidosis"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"ultrastructural quantification of asthmatic airway smooth muscle cells"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"evolution of pulmonary sarcoidosis to the clinical entity of idiopathic pulmonary fibrosis"	2012	1	"San Francisco, California"	-122.429047	37.77986	1
"interstitial lung disease in danish children from 1990 to 2008"	2009	0	"San Diego, California"	-117.1625	32.715	0
"phenotipic differences between alveolar and interstitial macrophages in acute lung injury induced by pancreatitis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"cigarette smoke exposure for two months leads to increase in tgfβ production in airways and lung parenchyma in c57bl6 mice"	2009	0	"San Diego, California"	-117.1625	32.715	0
"idiopathic pulmonary arterial hypertension and a bmpr2 mutation in identical twins with concordant clinical course"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"whole methylome explorations of paired lung tumor and non tumor clinical samples"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"molecular characterization of early interstitial lung disease in familial pulmonary fibrosis"	2009	0	"San Diego, California"	-117.1625	32.715	0
"biochemical markers of bone turnover in adults with cystic fibrosis"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"caveolin 1 cav 1 alteration by aberrant forkhead box o3a foxo3a activity confers a highly proliferative and an anti apoptotic ipf fibroblast phenotypes on type i collagen matrix"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"diffuse alveolar hemorrhage associated with c anti neutrophil cytoplasmic antibodies"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"the utility of ebus fna in diagnosing granulomatous disease"	2009	0	"San Diego, California"	-117.1625	32.715	0
"evaluation of cytokines and chemokines in bronchoalveolar lavage fluid of patients with collagen vascular disease associated interstitial pneumonitis"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"increased expression of mir34a and mir199a 5p in lung tissues from copd patients"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"increased of lung matrix metalloproteinase mmp 9 distinguishes combined pulmonary fibrosis with emphysema cpfe from idiopathic pulmonary fibrosis ipf alone"	2011	1	"Denver, Colorado"	-104.989174	39.73715	1
"genetic ablation of cc family chemokine receptor 2 ccr2 mitigates muscle dysfunction in the dystrophic mdx mouse diaphragm"	2009	0	"San Diego, California"	-117.1625	32.715	0
"igg4 related sclerosing disease a rare interstitial lung disease"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"alveolar tissuegenesis and repair by airway delivery of donor type ii epithelial cells"	2009	0	"San Diego, California"	-117.1625	32.715	0
"alveolar macrophages mediate pulmonary pathology in acute p aeruginosa pneumonia"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"extra cellular matrix and endothelial rigidity as a model of scleroderma vasculopathy"	2009	0	"San Diego, California"	-117.1625	32.715	0
"mycobacterial culture of lung tissue obtained from transbronchial lung biopsy shows limited value in diagnosing nontuberculous mycobacterial lung disease"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"mutual interaction of prostate carcinoma and benign prostate hyperplasia cells with human lung fibroblasts ppar gamma ligands modulate parameters of innate immunity"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"gender differences in osteopontin expression influence the development of silica induced pulmonary fibrosis in mice"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"relation between vascular endothelial growth factor macrophage inflammatory protein 1 in airway obstruction in infants with bronchiolitis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"circulating autoantibodies are associated with longer survival time in idiopathic pulmonary fibrosis"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"clinical significance of m30 caspase cleaved cytokeratin 18 in patients with pleural effusion"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"relationship between matrix metalloprotease 9 levels and activity in systemic and pulmonary compartments in cystic fibrosis lung disease"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"role of dio2 in idiopathic pulmonary fibrosis"	2012	1	"San Francisco, California"	-122.429047	37.77986	1
"nadph oxidase limits inflammation and injury in aspiration induced acute lung injury"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"elevated hemosiderin laden macrophages in pediatric patients with trisomy 21 and prematurity"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"screening activated intracellular transcription factors in c7 t5 spinal dorsal root ganglion cells in respiratory syncytial virus infected sd rats"	2009	0	"San Diego, California"	-117.1625	32.715	0
"morphological and textural analysis of centroblasts in low thickness sliced tissue biopsies of follicular lymphoma"	2014	5	"Chicago, IL, USA"	-87.63245	41.88425	5
"disruption of p50 subunit of nf ob enhances susceptibility to pulmonary emphysema in mice"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"growth differentiation factor 15 in idiopathic pulmonary fibrosis ipf"	2009	0	"San Diego, California"	-117.1625	32.715	0
"in vivo experimental detection of inflammatory process in tissues by fluorescence spectroscopy"	2016	3	"Rome, Italy"	12.49564	41.90322	3
"killian s photographs facies dolorosa the countenance of pain"	2016	1	"Toulouse"	1.44869	43.60573	1
"machine learning classification of complex vasculature structures from in vivo bone marrow 3d data"	2016	2	"Prague, Czech Republic"	14.4658461	50.0668	2
"lichenoid drug eruption caused by imatinib mesylate in a chinese patient with gastrointestinal stromal tumor"	2016	1	"Toulouse"	1.44869	43.60573	1
"effects of a non thermal plasma needle device on hpv 16 positive cervical cancer cell viability in vitro"	2016	1	"Orlando, FL, USA"	-81.37739	28.53823	1
"assessing the population representativeness of colorectal cancer treatment clinical trials"	2016	3	"Orlando, FL, USA"	-81.37739	28.53823	3
"early diagnosis of nafld nash transition using mid infrared spectroscopy"	2016	2	"Orlando, FL, USA"	-81.37739	28.53823	2
"multimodal characterization of radiologically detectable lung lesions"	2016	1	"Orlando, FL, USA"	-81.37739	28.53823	1
"study of a low cost sensitive point of care testing system using screen printed biosensors for early biomarkers detection related to alzheimer disease"	2016	0	"Rome, Italy"	12.49564	41.90322	0
"automatic segmentation for condylar morphometric analysis in ct and cbct data an in vitro validation"	2016	0	"Heidelberg, Germany"	8.70807	49.41349	0
"the structural disconnectome a pathology sensitive extension of the structural connectome"	2017	1	"Melbourne, Australia"	144.967148	-37.81753	1
"identifying the primary site of origin of mri brain metastases from lung and breast cancer following a 2d radiomics approach"	2017	2	"Melbourne, Australia"	144.967148	-37.81753	2
"deep learning features for lung adenocarcinoma classification with tissue pathology images"	2017	5	"Guangzhou, China"	113.255234	23.11337	5
